distance,heart_rate,temperature,timestamp,power,cadence,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0.0,104,30,2023-09-10 02:55:04,,,25.399999999999977,,,,0.0,,0.0,0.0
0.0,104,30,2023-09-10 02:55:05,,,25.399999999999977,,,,0.0,1.0,,
0.0,107,30,2023-09-10 02:55:09,,,25.399999999999977,,,,0.0,4.0,,
0.0,104,30,2023-09-10 02:55:12,,,25.200000000000045,0.812,39.92158885113895,116.57740999013186,0.0,3.0,,
5.72,107,30,2023-09-10 02:55:15,,,25.200000000000045,0.634,39.92155775427818,116.57736271619797,0.0,3.0,-0.05933333333333335,
5.97,111,30,2023-09-10 02:55:17,,,25.200000000000045,0.0,39.921559346839786,116.57735718414187,0.0,2.0,-0.317,
5.97,121,30,2023-09-10 02:55:24,,,25.0,4.544,39.92143185809255,116.57728862017393,0.0,7.0,0.6491428571428571,
11.03,121,30,2023-09-10 02:55:25,,,24.799999999999955,5.076,39.92138768546283,116.57729490660131,-3.952569169961374,1.0,0.532,
45.45,122,30,2023-09-10 02:55:31,,,24.399999999999977,6.298,39.921082416549325,116.57730689272285,-1.1621150493898236,6.0,0.20366666666666675,
57.85,121,30,2023-09-10 02:55:33,,,24.200000000000045,6.326,39.920965572819114,116.57730404287577,-1.6129032258059017,2.0,0.01399999999999979,
96.23,118,30,2023-09-10 02:55:39,,,24.200000000000045,6.289,39.92062375880778,116.57728895545006,0.0,6.0,-0.006166666666666654,
140.63,121,30,2023-09-10 02:55:46,,,24.399999999999977,6.308,39.920225283131,116.57733312807977,0.4504504504502969,7.0,0.0027142857142857324,
160.22,124,30,2023-09-10 02:55:49,,,24.399999999999977,6.578,39.92004884406924,116.57733581028879,0.0,3.0,0.09000000000000015,
200.51,126,30,2023-09-10 02:55:55,,,24.200000000000045,6.961,39.91968431510031,116.57734813168645,-0.4964010920822334,6.0,0.06383333333333334,
233.05,131,29,2023-09-10 02:56:00,,,24.399999999999977,6.364,39.919390361756086,116.57735668122768,0.6146281499690586,5.0,-0.11940000000000009,
245.62,133,30,2023-09-10 02:56:02,,,24.600000000000023,6.168,39.919277457520366,116.57735483720899,1.5910898965795193,2.0,-0.09799999999999986,
279.3,135,29,2023-09-10 02:56:08,,,24.600000000000023,4.805,39.91897830739617,116.57735634595156,0.0,6.0,-0.22716666666666674,
300.5,135,30,2023-09-10 02:56:13,,,24.799999999999955,3.928,39.918800024315715,116.57729247584939,0.943396226414773,5.0,-0.17539999999999994,
309.75,134,29,2023-09-10 02:56:15,,,24.799999999999955,4.6,39.91877295076847,116.57718803733587,0.0,2.0,0.33599999999999985,
314.85,134,29,2023-09-10 02:56:16,,,24.799999999999955,4.833,39.918776052072644,116.57712726853788,0.0,1.0,0.23300000000000054,
326.76,134,29,2023-09-10 02:56:18,,,24.799999999999955,5.44,39.91878418251872,116.57700036652386,0.0,2.0,0.3035000000000001,
