cadence,distance,heart_rate,power,temperature,timestamp,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
41.0,3.64,102,186.0,11,2025-01-28 08:35:54,162.20000000000005,3.182,,,0.0,,0.0,0.0
48.0,4.92,101,166.0,11,2025-01-28 08:35:55,162.20000000000005,3.172,40.55757723748684,116.99431520886719,0.0,1.0,,
54.0,8.68,101,266.0,11,2025-01-28 08:35:56,162.20000000000005,3.676,40.557614620774984,116.99429417029023,0.0,1.0,0.504,100.0
60.0,13.43,100,234.0,11,2025-01-28 08:35:57,162.20000000000005,4.367,40.557652758434415,116.99427179060876,0.0,1.0,0.6909999999999998,-32.0
63.0,18.09,100,200.0,11,2025-01-28 08:35:58,162.20000000000005,5.085,40.55769986473024,116.99425888247788,0.0,1.0,0.718,-34.0
66.0,24.66,100,190.0,11,2025-01-28 08:35:59,162.20000000000005,5.514,40.55776163935661,116.99424002319574,0.0,1.0,0.42900000000000027,-10.0
68.0,32.2,100,232.0,11,2025-01-28 08:36:00,162.20000000000005,5.71,40.557820815593004,116.99421915225685,0.0,1.0,0.19599999999999973,42.0
70.0,39.58,102,217.0,10,2025-01-28 08:36:01,162.39999999999998,6.373,40.55788351222873,116.99419140815735,2.71002710027008,1.0,0.6630000000000003,-15.0
73.0,46.86,102,251.0,10,2025-01-28 08:36:02,162.60000000000002,6.448,40.55794285610318,116.99416508898139,2.747252747253371,1.0,0.07500000000000018,34.0
75.0,54.12,102,235.0,10,2025-01-28 08:36:03,162.60000000000002,6.681,40.558003624901175,116.99413751251996,0.0,1.0,0.23299999999999965,-16.0
76.0,61.18,103,229.0,10,2025-01-28 08:36:04,162.79999999999995,6.811,40.55806254968047,116.99411060661077,2.8328611898007323,1.0,0.1299999999999999,-6.0
77.0,68.51,103,248.0,10,2025-01-28 08:36:05,163.0,6.877,40.55812164209783,116.9940800126642,2.7285129604371803,1.0,0.06599999999999984,19.0
78.0,75.88,104,227.0,10,2025-01-28 08:36:06,163.0,7.045,40.558182494714856,116.99405109509826,0.0,1.0,0.16800000000000015,-21.0
79.0,83.11,110,226.0,10,2025-01-28 08:36:07,163.20000000000005,7.175,40.558241503313184,116.9940215907991,2.766251728907958,1.0,0.1299999999999999,-1.0
81.0,89.81,111,259.0,10,2025-01-28 08:36:08,163.20000000000005,7.194,40.55829816497862,116.99399443343282,0.0,1.0,0.019000000000000128,33.0
81.0,96.91,112,279.0,10,2025-01-28 08:36:09,163.39999999999998,7.399,40.55835918523371,116.9939624145627,2.8169014084497457,1.0,0.20500000000000007,20.0
82.0,104.66,112,290.0,10,2025-01-28 08:36:10,163.60000000000002,7.493,40.55842372588813,116.99393022805452,2.580645161290909,1.0,0.0940000000000003,11.0
82.0,112.31,113,220.0,10,2025-01-28 08:36:11,163.60000000000002,7.549,40.55848910473287,116.99390022084117,0.0,1.0,0.05600000000000005,-70.0
83.0,120.34,113,182.0,10,2025-01-28 08:36:12,163.60000000000002,7.623,40.55855691432953,116.99386786669493,0.0,1.0,0.07399999999999984,-38.0
