cadence,power,temperature,timestamp,altitude,distance,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
0,0,16,2023-03-29 00:38:40,,,,,,0.0,,0.0,0.0
0,0,16,2023-03-29 00:40:10,,,,,,0.0,90.0,,
0,0,16,2023-03-29 00:40:11,,,,,,0.0,1.0,,0.0
0,0,16,2023-03-29 00:40:12,,,,,,0.0,1.0,,0.0
43,196,16,2023-03-29 00:40:27,46.200000000000045,5.11,5.113,,,0.0,15.0,,13.066666666666666
49,186,16,2023-03-29 00:40:28,46.0,10.54,5.43,,,-3.683241252302864,1.0,0.3169999999999993,-10.0
49,186,16,2023-03-29 00:40:29,46.0,16.25,5.71,,,0.0,1.0,0.28000000000000025,0.0
56,198,16,2023-03-29 00:40:30,45.799999999999955,22.19,5.943,,,-3.3670033670041315,1.0,0.23299999999999965,12.0
62,196,16,2023-03-29 00:40:31,45.799999999999955,28.4,6.203,,,0.0,1.0,0.2600000000000007,-2.0
64,196,16,2023-03-29 00:40:32,45.60000000000002,34.82,6.42,,,-3.115264797506725,1.0,0.21699999999999964,0.0
64,196,16,2023-03-29 00:40:33,45.60000000000002,41.4,6.586,,,0.0,1.0,0.16600000000000037,0.0
64,196,16,2023-03-29 00:40:34,45.39999999999998,48.01,6.603,,,-3.0257186081701284,1.0,0.01699999999999946,0.0
64,196,16,2023-03-29 00:40:35,45.39999999999998,54.49,6.483,,,0.0,1.0,-0.1200000000000001,0.0
27,68,16,2023-03-29 00:40:36,45.60000000000002,60.87,6.38,,,3.134796238245229,1.0,-0.10299999999999976,-128.0
43,138,16,2023-03-29 00:40:37,45.60000000000002,67.24,6.37,,,0.0,1.0,-0.009999999999999787,70.0
60,183,16,2023-03-29 00:40:38,45.60000000000002,73.69,6.45,,,0.0,1.0,0.08000000000000007,45.0
60,183,16,2023-03-29 00:40:39,45.60000000000002,80.23,6.54,,,0.0,1.0,0.08999999999999986,0.0
69,180,16,2023-03-29 00:40:40,45.60000000000002,86.88,6.646,,,0.0,1.0,0.10599999999999987,-3.0
69,180,16,2023-03-29 00:40:41,45.60000000000002,93.61,6.736,,,0.0,1.0,0.08999999999999986,0.0
71,179,16,2023-03-29 00:40:42,45.60000000000002,100.42,6.81,,,0.0,1.0,0.07399999999999984,-1.0
72,183,16,2023-03-29 00:40:43,45.60000000000002,107.3,6.876,,,0.0,1.0,0.06600000000000072,4.0
72,183,16,2023-03-29 00:40:44,45.799999999999955,114.19,6.893,,,2.902757619737762,1.0,0.01699999999999946,0.0
72,183,16,2023-03-29 00:40:45,46.0,120.96,6.766,,,2.954209748892845,1.0,-0.12699999999999978,0.0
0,0,16,2023-03-29 00:40:46,46.200000000000045,127.49,6.536,,,3.0627871362947237,1.0,-0.23000000000000043,-183.0
0,0,16,2023-03-29 00:40:47,46.200000000000045,133.81,6.31,,,0.0,1.0,-0.22599999999999998,0.0
0,0,16,2023-03-29 00:40:48,46.200000000000045,139.92,6.113,,,0.0,1.0,-0.19699999999999918,0.0
0,0,16,2023-03-29 00:40:49,46.39999999999998,145.84,5.926,,,3.378378378377217,1.0,-0.18700000000000028,0.0
0,0,16,2023-03-29 00:40:50,46.39999999999998,151.59,5.74,,,0.0,1.0,-0.18599999999999994,0.0
0,0,16,2023-03-29 00:40:51,46.39999999999998,157.23,5.646,39.83514997176826,116.42015995457768,0.0,1.0,-0.0940000000000003,0.0
49,162,16,2023-03-29 00:42:21,46.39999999999998,157.23,5.72,39.83514997176826,116.42022994346917,0.0,90.0,0.0008222222222222205,1.8
57,162,16,2023-03-29 00:42:22,46.39999999999998,163.88,5.853,39.835139997303486,116.42029993236065,0.0,1.0,0.133,0.0
63,192,16,2023-03-29 00:42:23,46.39999999999998,168.44,6.003,39.835139997303486,116.42035994678736,0.0,1.0,0.15000000000000036,30.0
63,192,16,2023-03-29 00:42:24,46.39999999999998,174.96,6.043,39.835139997303486,116.42042993567884,0.0,1.0,0.040000000000000036,0.0
64,183,16,2023-03-29 00:42:25,46.39999999999998,181.61,6.123,39.83514997176826,116.42050998285413,0.0,1.0,0.08000000000000007,-9.0
64,183,16,2023-03-29 00:42:26,46.39999999999998,187.48,6.116,39.83514997176826,116.42057997174561,0.0,1.0,-0.007000000000000561,0.0
0,0,16,2023-03-29 00:42:27,46.39999999999998,193.48,6.083,39.835139997303486,116.42064996063709,0.0,1.0,-0.032999999999999474,-183.0
48,84,16,2023-03-29 00:42:28,46.39999999999998,200.01,6.06,39.835139997303486,116.42071994952857,0.0,1.0,-0.023000000000000576,84.0
48,84,16,2023-03-29 00:42:29,46.39999999999998,206.01,6.133,39.83512993901968,116.42078993842006,0.0,1.0,0.0730000000000004,0.0
48,169,16,2023-03-29 00:42:30,46.200000000000045,212.53,6.236,39.83512993901968,116.42086998559535,-3.067484662575636,1.0,0.10299999999999976,85.0
48,169,16,2023-03-29 00:42:31,46.200000000000045,218.4,6.4,39.83512993901968,116.42093997448683,0.0,1.0,0.1640000000000006,0.0
60,148,16,2023-03-29 00:42:32,46.0,224.98,6.403,39.835119964554906,116.42100996337831,-3.0395136778122485,1.0,0.0029999999999992255,-21.0
51,96,16,2023-03-29 00:42:33,46.0,231.63,6.456,39.83510999009013,116.42108992673457,0.0,1.0,0.053000000000000824,-52.0
51,96,16,2023-03-29 00:42:34,46.0,238.01,6.383,39.83510999009013,116.42108992673457,0.0,1.0,-0.0730000000000004,0.0
51,96,16,2023-03-29 00:42:35,46.0,243.75,6.356,39.83510999009013,116.42122998833656,0.0,1.0,-0.027000000000000135,0.0
0,0,16,2023-03-29 00:42:36,46.200000000000045,250.27,6.203,39.83510999009013,116.42129997722805,3.0674846625773795,1.0,-0.15299999999999958,-96.0
0,0,16,2023-03-29 00:42:37,46.39999999999998,254.83,5.973,39.83510999009013,116.42135999165475,4.385964912279204,1.0,-0.23000000000000043,0.0
0,0,16,2023-03-29 00:42:38,46.39999999999998,260.05,5.686,39.83510999009013,116.42141992226243,0.0,1.0,-0.2869999999999999,0.0
0,0,16,2023-03-29 00:42:39,46.60000000000002,265.27,5.353,39.83510999009013,116.42147993668914,3.8314176245219658,1.0,-0.3330000000000002,0.0
0,0,16,2023-03-29 00:42:40,46.60000000000002,268.53,4.85,39.83510999009013,116.42151991836727,0.0,1.0,-0.5030000000000001,0.0
0,0,16,2023-03-29 00:42:41,46.799999999999955,272.44,4.346,39.83510999009013,116.42155998386443,5.115089514064719,1.0,-0.5039999999999996,0.0
0,0,16,2023-03-29 00:42:42,46.799999999999955,275.7,3.836,39.83510999009013,116.42159996554255,0.0,1.0,-0.5100000000000002,0.0
0,0,16,2023-03-29 00:42:43,46.799999999999955,277.66,3.4,39.83510999009013,116.42161999829113,0.0,1.0,-0.43599999999999994,0.0
0,0,16,2023-03-29 00:42:44,47.0,280.27,2.846,39.83510999009013,116.42164992168546,7.662835249044014,1.0,-0.5539999999999998,0.0
0,0,16,2023-03-29 00:42:45,47.0,282.43,2.156,39.83510999009013,116.42164992168546,0.0,1.0,-0.69,0.0
0,0,16,2023-03-29 00:42:46,47.200000000000045,283.75,1.326,39.83510999009013,116.42164992168546,15.151515151518675,1.0,-0.8300000000000001,0.0
0,0,16,2023-03-29 00:42:47,47.200000000000045,284.37,0.616,39.83510999009013,116.42164992168546,0.0,1.0,-0.7100000000000001,0.0
0,0,16,2023-03-29 00:42:48,47.200000000000045,284.56,0.19,39.83510999009013,116.42164992168546,0.0,1.0,-0.426,0.0
0,0,16,2023-03-29 00:43:23,47.0,287.05,2.156,39.83518995344639,116.42167992889881,-8.032128514058021,35.0,0.056171428571428574,0.0
0,0,16,2023-03-29 00:43:24,47.0,289.54,2.13,39.83520998619497,116.42168998718262,0.0,1.0,-0.026000000000000245,0.0
0,0,16,2023-03-29 00:43:25,47.0,293.19,2.283,39.83522993512452,116.42171999439597,0.0,1.0,0.15300000000000002,0.0
33,60,16,2023-03-29 00:43:26,47.0,295.93,2.693,39.83523999340832,116.4217499177903,0.0,1.0,0.41000000000000014,60.0
33,60,16,2023-03-29 00:43:27,47.0,299.82,3.08,39.83525994233787,116.42178998328745,0.0,1.0,0.387,0.0
25,101,16,2023-03-29 00:43:28,47.0,303.32,3.373,39.835269916802645,116.42182996496558,0.0,1.0,0.29300000000000015,41.0
