cadence,distance,heart_rate,power,temperature,timestamp,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
90.0,0.0,109,65.0,25,2024-09-20 23:44:09,135.0,6.597,40.17283405177295,116.0601398628205,0.0,,0.0,0.0
92.0,6.76,107,32.0,25,2024-09-20 23:44:10,135.0,6.709,40.172813180834055,116.06011094525456,0.0,1.0,,
89.0,13.51,108,36.0,25,2024-09-20 23:44:11,135.0,6.755,40.17276607453823,116.06006124056876,0.0,1.0,0.04600000000000026,4.0
78.0,20.25,108,37.0,25,2024-09-20 23:44:12,135.0,6.802,40.17271821387112,116.06001229025424,0.0,1.0,0.04699999999999971,1.0
76.0,27.24,109,91.0,25,2024-09-20 23:44:13,134.79999999999995,6.961,40.17266792245209,116.05996308848262,-2.8612303290421393,1.0,0.1590000000000007,54.0
77.0,34.22,109,51.0,25,2024-09-20 23:44:14,134.79999999999995,7.035,40.172619223594666,116.05991103686392,0.0,1.0,0.07399999999999984,-40.0
78.0,41.2,108,38.0,25,2024-09-20 23:44:15,134.79999999999995,7.101,40.17257555387914,116.05985135771334,0.0,1.0,0.06599999999999984,-13.0
78.0,48.33,107,78.0,25,2024-09-20 23:44:16,134.79999999999995,7.166,40.172531213611364,116.05979067273438,0.0,1.0,0.06500000000000039,40.0
79.0,55.47,106,109.0,25,2024-09-20 23:44:17,134.79999999999995,7.241,40.172488214448094,116.0597278084606,0.0,1.0,0.07499999999999929,31.0
79.0,62.9,105,130.0,25,2024-09-20 23:44:18,134.79999999999995,7.269,40.17244395799935,116.05966276489198,0.0,1.0,0.02800000000000047,21.0
80.0,70.26,105,120.0,25,2024-09-20 23:44:19,134.79999999999995,7.353,40.172395845875144,116.0596028342843,0.0,1.0,0.08399999999999963,-10.0
81.0,77.84,105,129.0,24,2024-09-20 23:44:20,134.79999999999995,7.399,40.172345135360956,116.05954399332404,0.0,1.0,0.04600000000000026,9.0
82.0,85.39,105,139.0,24,2024-09-20 23:44:21,134.79999999999995,7.577,40.17229258082807,116.0594873316586,0.0,1.0,0.17799999999999994,10.0
85.0,92.99,106,113.0,24,2024-09-20 23:44:22,134.79999999999995,7.763,40.172235583886504,116.05943595059216,0.0,1.0,0.18599999999999994,-26.0
87.0,100.94,106,99.0,24,2024-09-20 23:44:23,134.39999999999998,7.94,40.17217146232724,116.05939328670502,-5.031446540880215,1.0,0.1770000000000005,-14.0
89.0,109.04,106,70.0,24,2024-09-20 23:44:24,134.20000000000005,8.09,40.17210113815963,116.05936663225293,-2.469135802468291,1.0,0.14999999999999947,-29.0
90.0,117.42,107,75.0,24,2024-09-20 23:44:25,134.0,8.183,40.17202737741172,116.05934877879918,-2.386634844869279,1.0,0.09299999999999997,5.0
91.0,125.55,107,70.0,24,2024-09-20 23:44:26,134.0,8.276,40.17195328138769,116.05934400111437,0.0,1.0,0.09299999999999997,-5.0
91.0,134.15,108,57.0,24,2024-09-20 23:44:27,134.0,8.342,40.171877006068826,116.05935498140752,0.0,1.0,0.06600000000000072,-13.0
