altitude,cadence,distance,power,speed,temperature,timestamp,latitude,longitude,slope,time_diff,acceleration,power_change_rate
59.200000000000045,0,0.11,0,0.113,19,2023-04-24 00:48:13,39.835309982299805,116.41804997809231,0.0,,0.0,0.0
59.200000000000045,0,0.22,0,0.113,19,2023-04-24 00:48:14,39.835309982299805,116.41804997809231,0.0,1.0,,
58.799999999999955,0,2.83,0,1.893,19,2023-04-24 00:48:20,39.835299924016,116.4181699231267,-15.325670498087776,6.0,0.2966666666666667,0.0
58.799999999999955,0,5.17,0,2.01,19,2023-04-24 00:48:21,39.835289949551225,116.41818995587528,0.0,1.0,0.11699999999999977,0.0
58.799999999999955,0,7.3,0,2.02,19,2023-04-24 00:48:22,39.83527997508645,116.41820998862386,0.0,1.0,0.010000000000000231,0.0
58.799999999999955,0,9.12,0,2.06,19,2023-04-24 00:48:23,39.835269916802645,116.4182299375534,0.0,1.0,0.040000000000000036,0.0
58.60000000000002,0,12.01,0,2.103,19,2023-04-24 00:48:24,39.8352499678731,116.41824997030199,-6.9204152249111335,1.0,0.04300000000000015,0.0
58.60000000000002,0,14.5,0,2.293,19,2023-04-24 00:48:25,39.83522993512452,116.41826991923153,0.0,1.0,0.18999999999999995,0.0
58.39999999999998,0,18.15,0,2.643,19,2023-04-24 00:48:26,39.83520998619497,116.41829992644489,-5.479452054795768,1.0,0.34999999999999964,0.0
58.200000000000045,0,22.6,0,3.106,19,2023-04-24 00:48:27,39.83518995344639,116.41833999194205,-4.494382022470375,1.0,0.4630000000000001,0.0
58.200000000000045,23,27.05,64,3.58,19,2023-04-24 00:48:28,39.83516992069781,116.41838994808495,0.0,1.0,0.4740000000000002,64.0
58.200000000000045,31,31.79,113,4.003,19,2023-04-24 00:48:29,39.835159946233034,116.41843998804688,0.0,1.0,0.42300000000000004,49.0
57.799999999999955,42,37.01,147,4.376,19,2023-04-24 00:48:30,39.835159946233034,116.41849991865456,-7.66283524904389,1.0,0.3730000000000002,34.0
57.60000000000002,50,41.65,139,4.73,19,2023-04-24 00:48:31,39.83514997176826,116.41855993308127,-4.3103448275847365,1.0,0.3540000000000001,-8.0
57.200000000000045,55,46.87,135,4.983,19,2023-04-24 00:48:32,39.83514997176826,116.41861994750798,-7.662835249041712,1.0,0.2529999999999992,-4.0
56.799999999999955,62,53.39,188,5.23,19,2023-04-24 00:48:33,39.83514997176826,116.41868993639946,-6.134969325154766,1.0,0.24700000000000077,53.0
56.799999999999955,65,57.96,159,5.46,19,2023-04-24 00:48:34,39.83514997176826,116.41874995082617,0.0,1.0,0.22999999999999954,-29.0
56.799999999999955,66,64.48,109,5.636,19,2023-04-24 00:48:35,39.83514997176826,116.41881993971765,0.0,1.0,0.17600000000000016,-50.0
56.799999999999955,67,69.04,137,5.71,19,2023-04-24 00:48:36,39.83514997176826,116.41887995414436,0.0,1.0,0.07399999999999984,28.0
56.799999999999955,68,75.62,140,5.72,19,2023-04-24 00:48:37,39.835159946233034,116.41894994303584,0.0,1.0,0.009999999999999787,3.0
57.0,69,81.49,114,5.78,19,2023-04-24 00:48:38,39.835159946233034,116.41901993192732,3.4071550255544434,1.0,0.0600000000000005,-26.0
57.0,60,87.49,139,5.82,19,2023-04-24 00:48:39,39.83516992069781,116.4190899208188,0.0,1.0,0.040000000000000036,25.0
57.0,53,94.07,159,5.94,19,2023-04-24 00:48:40,39.835179978981614,116.4191699679941,0.0,1.0,0.1200000000000001,20.0
57.200000000000045,62,100.65,187,6.076,19,2023-04-24 00:48:41,39.83516992069781,116.41923995688558,3.0395136778122356,1.0,0.13599999999999923,28.0
57.200000000000045,70,107.17,198,6.296,19,2023-04-24 00:48:42,39.83516992069781,116.41931992024183,0.0,1.0,0.22000000000000064,11.0
57.60000000000002,76,114.39,151,6.496,19,2023-04-24 00:48:43,39.835179978981614,116.41939996741712,5.540166204985836,1.0,0.20000000000000018,-47.0
57.799999999999955,78,120.97,151,6.65,19,2023-04-24 00:48:44,39.83516992069781,116.41947993077338,3.0395136778105143,1.0,0.15399999999999991,0.0
58.0,80,128.14,160,6.786,19,2023-04-24 00:48:45,39.83516992069781,116.41955997794867,2.789400278940667,1.0,0.13599999999999923,9.0
58.0,81,134.67,166,6.876,19,2023-04-24 00:48:46,39.83516992069781,116.41963994130492,0.0,1.0,0.09000000000000075,6.0
58.0,81,141.84,159,6.95,19,2023-04-24 00:48:47,39.83516992069781,116.41971998848021,0.0,1.0,0.07399999999999984,-7.0
58.0,82,149.01,179,7.016,19,2023-04-24 00:48:48,39.83516992069781,116.41980992630124,0.0,1.0,0.06599999999999984,20.0
58.0,82,156.19,179,7.1,19,2023-04-24 00:48:49,39.83516992069781,116.41988997347653,0.0,1.0,0.08399999999999963,0.0
58.200000000000045,83,164.01,172,7.21,19,2023-04-24 00:48:50,39.83516992069781,116.41997999511659,2.557544757033832,1.0,0.11000000000000032,-7.0
58.200000000000045,85,171.3,162,7.296,19,2023-04-24 00:48:51,39.835159946233034,116.42006993293762,0.0,1.0,0.0860000000000003,-10.0
58.200000000000045,85,178.47,155,7.326,19,2023-04-24 00:48:52,39.835159946233034,116.42014998011291,0.0,1.0,0.02999999999999936,-7.0
58.39999999999998,85,185.0,155,7.33,19,2023-04-24 00:48:53,39.835159946233034,116.42022994346917,3.0627871362929824,1.0,0.004000000000000448,0.0
