cadence,distance,heart_rate,power,temperature,timestamp,altitude,speed,latitude,longitude,slope,time_diff,acceleration,power_change_rate
51.0,0.0,86.0,43.0,26,2024-09-08 00:16:49,91.0,5.263,39.90461725741625,116.10986583866179,0.0,,0.0,0.0
52.0,5.5,87.0,46.0,26,2024-09-08 00:16:50,91.0,5.374,39.904620526358485,116.10991420224309,0.0,1.0,,
53.0,11.2,86.0,35.0,26,2024-09-08 00:16:51,91.0,5.421,39.90462354384363,116.10997991636395,0.0,1.0,0.0470000000000006,-11.0
53.0,16.72,87.0,30.0,26,2024-09-08 00:16:52,91.0,5.43,39.904626896604896,116.11004403792322,0.0,1.0,0.008999999999999453,-5.0
54.0,22.27,87.0,25.0,26,2024-09-08 00:16:53,91.0,5.458,39.90463293157518,116.11010790802538,0.0,1.0,0.02800000000000047,-5.0
53.0,27.61,87.0,10.0,26,2024-09-08 00:16:54,91.0,5.458,39.90463821217418,116.11017026938498,0.0,1.0,0.0,-15.0
53.0,33.05,86.0,10.0,26,2024-09-08 00:16:55,90.79999999999995,5.43,39.904642570763826,116.11023304983974,-3.676470588236132,1.0,-0.02800000000000047,0.0
53.0,38.4,85.0,19.0,26,2024-09-08 00:16:56,90.79999999999995,5.468,39.904645923525095,116.11029482446611,0.0,1.0,0.038000000000000256,9.0
53.0,43.4,86.0,24.0,26,2024-09-08 00:16:57,90.79999999999995,5.44,39.9046491086483,116.11035483889282,0.0,1.0,-0.02799999999999958,5.0
53.0,48.96,88.0,24.0,26,2024-09-08 00:16:58,90.79999999999995,5.468,39.904652293771505,116.11042005009949,0.0,1.0,0.02799999999999958,0.0
54.0,54.61,88.0,19.0,26,2024-09-08 00:16:59,90.79999999999995,5.496,39.904653299599886,116.11048584803939,0.0,1.0,0.02800000000000047,-5.0
54.0,60.33,88.0,44.0,26,2024-09-08 00:17:00,90.79999999999995,5.552,39.90465405397117,116.11055256798863,0.0,1.0,0.05599999999999916,25.0
55.0,66.05,89.0,41.0,26,2024-09-08 00:17:01,90.79999999999995,5.617,39.90465824492276,116.11061970703304,0.0,1.0,0.06500000000000039,-3.0
55.0,66.05,87.0,41.0,26,2024-09-08 00:17:02,90.79999999999995,5.617,39.90466411225498,116.11068810336292,0.0,1.0,0.0,0.0
55.0,77.71,87.0,45.0,26,2024-09-08 00:17:03,90.60000000000002,5.757,39.90467048250139,116.11075532622635,-1.715265866208678,1.0,0.13999999999999968,4.0
57.0,83.68,86.0,47.0,26,2024-09-08 00:17:04,90.60000000000002,5.813,39.904677188023925,116.11082456074655,0.0,1.0,0.05600000000000005,2.0
57.0,89.71,86.0,40.0,26,2024-09-08 00:17:05,90.60000000000002,5.85,39.9046818818897,116.11089480109513,0.0,1.0,0.03699999999999992,-7.0
57.0,95.9,84.0,40.0,26,2024-09-08 00:17:06,90.60000000000002,5.878,39.90468464791775,116.11096579581499,0.0,1.0,0.02800000000000047,0.0
58.0,101.6,83.0,31.0,26,2024-09-08 00:17:07,90.60000000000002,5.897,39.90468682721257,116.11103285104036,0.0,1.0,0.019000000000000128,-9.0
58.0,107.53,81.0,30.0,26,2024-09-08 00:17:08,90.60000000000002,5.916,39.9046890065074,116.11110208556056,0.0,1.0,0.019000000000000128,-1.0
58.0,113.59,80.0,36.0,26,2024-09-08 00:17:09,90.60000000000002,6.0,39.90469194017351,116.11117232590914,0.0,1.0,0.08399999999999963,6.0
59.0,119.47,80.0,38.0,26,2024-09-08 00:17:10,90.60000000000002,6.046,39.90469311363995,116.11124055460095,0.0,1.0,0.04600000000000026,2.0
59.0,125.16,80.0,22.0,26,2024-09-08 00:17:11,90.60000000000002,6.046,39.904693868011236,116.11130744218826,0.0,1.0,0.0,-16.0
59.0,130.97,80.0,14.0,26,2024-09-08 00:17:12,90.60000000000002,6.046,39.90469470620155,116.11137575469911,0.0,1.0,0.0,-8.0
59.0,136.89,80.0,25.0,26,2024-09-08 00:17:13,90.39999999999998,6.018,39.90469596348703,116.11144507303834,-3.3783783783791534,1.0,-0.02800000000000047,11.0
59.0,142.94,80.0,20.0,26,2024-09-08 00:17:14,90.39999999999998,6.037,39.90469763986766,116.11151522956789,0.0,1.0,0.019000000000000128,-5.0
59.0,148.7,80.0,30.0,26,2024-09-08 00:17:15,90.20000000000005,6.056,39.904699148610234,116.1115837097168,-3.4722222222210433,1.0,0.019000000000000128,10.0
